PCON24NM,nation,mp_name,mp_party,mp_email,la_name,child_pop_0_19,imd_decile,imd_score,pct_non_decent_homes,total_homes_la,n_dwellings_voa,estimated_children_bl_5plus,rate_per_1000_bl_5plus,pct_pre_1900,pct_pre_1945,pct_pre_1972,pct_pre_1992,housing_source,n_mines_total,n_macklin,n_macklin_pb_relevant,n_iocmwf_metalliferous,n_iocmwf_water_pollution
North Shropshire,England,Helen Morgan,Liberal Democrat,helen.morgan.mp@parliament.uk,Shropshire,21521.0,7,18.179911365499102,21.8,141477.0,42840,473,22.0,20.53,30.7,55.59,72.26,VOA CTSOP 2023 (LAD),0,0,0,0,0
North Somerset,England,Sadik Al-Hassan,Labour,sadik.alhassan.mp@parliament.uk,North Somerset,20842.0,10,8.752089225129664,12.1,100784.0,54508,377,18.1,14.8,25.68,52.44,74.34,VOA CTSOP 2023 (LAD),0,0,0,0,0
North Warwickshire and Bedworth,England,Rachel Taylor,Labour,rachel.taylor.mp@parliament.uk,North Warwickshire,21837.0,5.0,,16.2,27996.0,41021,494,22.6,9.07,28.05,63.14,78.68,VOA CTSOP 2023 (LAD),0,0,0,0,0
North West Cambridgeshire,England,Sam Carling,Labour,sam.carling.mp@parliament.uk,Peterborough,32824.0,7,17.857831683607795,9.3,87976.0,50054,653,19.9,7.83,17.23,39.59,71.22,VOA CTSOP 2023 (LAD),0,0,0,0,0
North West Essex,England,Mrs Kemi Badenoch,Conservative,kemi.badenoch.mp@parliament.uk,Uttlesford,27285.0,5.0,,13.1,38347.0,45604,602,22.1,15.93,24.3,48.22,66.43,VOA CTSOP 2023 (LAD),0,0,0,0,0
North West Hampshire,England,Kit Malthouse,Conservative,kit.malthouse.mp@parliament.uk,Test Valley,27407.0,9,12.158393369330652,11.4,57818.0,41570,513,18.7,7.57,15.63,43.35,68.7,VOA CTSOP 2023 (LAD),0,0,0,0,0
North West Leicestershire,England,Amanda Hack,Labour,amanda.hack.mp@parliament.uk,North West Leicestershire,23473.0,8,14.463790224976114,15.5,47187.0,45483,473,20.2,14.04,26.39,50.53,66.13,VOA CTSOP 2023 (LAD),0,0,0,0,0
North West Norfolk,England,James Wild,Conservative,james.wild.mp@parliament.uk,King's Lynn and West Norfolk,20995.0,4,24.811379027881593,17.3,70065.0,47137,496,23.6,12.96,27.1,52.39,73.52,VOA CTSOP 2023 (LAD),0,0,0,0,0
Northampton North,England,Lucy Rigby,Labour,lucy.rigby.mp@parliament.uk,West Northamptonshire,33191.0,4,24.529052754339027,15.9,181459.0,51255,775,23.3,12.57,23.72,47.57,70.54,VOA CTSOP 2023 (LAD),0,0,0,0,0
Northampton South,England,Mike Reader,Labour,mike.reader.mp@parliament.uk,West Northamptonshire,30154.0,3,27.237974792311853,15.9,181459.0,45560,728,24.1,12.57,23.72,47.57,70.54,VOA CTSOP 2023 (LAD),0,0,0,0,0
Norwich North,England,Alice Macdonald,Labour (Co-op),alice.macdonald.mp@parliament.uk,Broadland,21733.0,5,21.196141391827535,12.2,60070.0,41423,476,21.9,11.49,25.63,54.26,73.69,VOA CTSOP 2023 (LAD),0,0,0,0,0
Norwich South,England,Clive Lewis,Labour,clive.lewis.mp@parliament.uk,Norwich,20108.0,4,24.447251092417563,13.0,66928.0,49952,459,22.8,18.59,36.22,63.1,78.83,VOA CTSOP 2023 (LAD),0,0,0,0,0
Nottingham East,England,Nadia Whittome,Labour,nadia.whittome.mp@parliament.uk,Nottingham,26658.0,1,36.33271061648431,18.3,131561.0,50813,699,26.2,11.64,36.9,61.94,78.72,VOA CTSOP 2023 (LAD),0,0,0,0,0
Nottingham North and Kimberley,England,Alex Norris,Labour (Co-op),alex.norris.mp@parliament.uk,Nottingham,30199.0,5.0,,18.3,131561.0,53358,695,23.0,10.78,35.48,64.01,81.65,VOA CTSOP 2023 (LAD),0,0,0,0,0
Nottingham South,England,Lilian Greenwood,Labour,lilian.greenwood.mp@parliament.uk,Nottingham,22944.0,4,25.495290026322518,18.3,131561.0,50813,546,23.8,11.64,36.9,61.94,78.72,VOA CTSOP 2023 (LAD),0,0,0,0,0
Nuneaton,England,Jodie Gosling,Labour,jodie.gosling.mp@parliament.uk,Nuneaton and Bedworth,26091.0,4,24.01771036953758,12.0,57410.0,42469,590,22.6,5.03,25.21,59.72,76.87,VOA CTSOP 2023 (LAD),0,0,0,0,0
Old Bexley and Sidcup,England,Mr Louie French,Conservative,louie.french.mp@parliament.uk,Bexley,24554.0,9,11.891448754269078,8.3,103473.0,41617,448,18.2,6.9,52.0,74.2,87.11,VOA CTSOP 2023 (LAD),0,0,0,0,0
Oldham East and Saddleworth,England,Debbie Abrahams,Labour,abrahamsd@parliament.uk,Oldham,31501.0,2,31.90163234918261,16.9,96064.0,47203,792,25.1,19.7,41.41,70.49,85.63,VOA CTSOP 2023 (LAD),0,0,0,0,0
"Oldham West, Chadderton and Royton",England,Jim McMahon,Labour (Co-op),jim.mcmahon.mp@parliament.uk,Oldham,34512.0,5.0,,16.9,96064.0,43270,785,22.7,19.7,41.41,70.49,85.63,VOA CTSOP 2023 (LAD),0,0,0,0,0
Orpington,England,Gareth Bacon,Conservative,gareth.bacon.mp@parliament.uk,Bromley,25151.0,9,12.949188096605376,8.1,147288.0,47597,458,18.2,12.12,47.1,73.91,87.55,VOA CTSOP 2023 (LAD),0,0,0,0,0
Ossett and Denby Dale,England,Jade Botterill,Labour,jade.botterill.mp@parliament.uk,Wakefield,20074.0,5.0,,13.0,158839.0,46453,443,22.1,13.4,34.72,63.54,77.21,VOA CTSOP 2023 (LAD),0,0,0,0,0
Oxford East,England,Anneliese Dodds,Labour (Co-op),anneliese.dodds.mp@parliament.uk,Oxford,26435.0,7,18.23698431827723,14.1,58532.0,44944,547,20.7,16.11,41.59,62.54,74.41,VOA CTSOP 2023 (LAD),0,0,0,0,0
Oxford West and Abingdon,England,Layla Moran,Liberal Democrat,layla.moran.mp@parliament.uk,Vale of White Horse,21949.0,10,8.958982153090462,11.2,60678.0,44577,394,18.0,12.36,29.07,54.39,71.37,VOA CTSOP 2023 (LAD),0,0,0,0,0
Peckham,England,Miatta Fahnbulleh,Labour (Co-op),miatta.fahnbulleh.mp@parliament.uk,Southwark,22623.0,5.0,,9.5,141408.0,44812,484,21.4,22.65,32.31,53.15,66.03,VOA CTSOP 2023 (LAD),0,0,0,0,0
Pendle and Clitheroe,England,Jonathan Hinder,Labour,jonathan.hinder.mp@parliament.uk,Pendle,28501.0,5.0,,25.7,39253.0,45516,694,24.4,33.03,52.0,69.42,78.83,VOA CTSOP 2023 (LAD),1,1,1,0,0
Penistone and Stocksbridge,England,Dr Marie Tidball,Labour,marie.tidball.mp@parliament.uk,Barnsley,18036.0,7,16.97040046483316,13.9,112048.0,43161,373,20.7,12.87,39.06,65.08,78.0,VOA CTSOP 2023 (LAD),2,0,0,0,2
Penrith and Solway,England,Markus Campbell-Savours,Independent,markus.campbellsavours.mp@parliament.uk,Cumberland,19109.0,5.0,,22.0,129197.0,,453,23.7,,,,,,16,4,4,13,15
Peterborough,England,Andrew Pakes,Labour (Co-op),andrew.pakes.mp@parliament.uk,Peterborough,38030.0,2,31.671114737636962,9.3,87976.0,48758,898,23.6,7.62,18.22,39.21,71.55,VOA CTSOP 2023 (LAD),0,0,0,0,0
Plymouth Moor View,England,Fred Thomas,Labour,fred.thomas.mp@parliament.uk,Plymouth,24328.0,5.0,,14.3,121869.0,46869,542,22.3,17.68,36.4,66.5,83.65,VOA CTSOP 2023 (LAD),0,0,0,0,0
Plymouth Sutton and Devonport,England,Luke Pollard,Labour (Co-op),luke.pollard.mp@parliament.uk,Plymouth,21335.0,5.0,,14.3,121869.0,46869,475,22.3,17.68,36.4,66.5,83.65,VOA CTSOP 2023 (LAD),0,0,0,0,0
"Pontefract, Castleford and Knottingley",England,Yvette Cooper,Labour,coopery@parliament.uk,Wakefield,24929.0,5.0,,13.0,158839.0,46694,550,22.1,8.73,31.17,61.34,76.08,VOA CTSOP 2023 (LAD),0,0,0,0,0
Poole,England,Neil Duncan-Jordan,Labour,neil.duncanjordan.mp@parliament.uk,"Bournemouth, Christchurch and Poole",23777.0,8,15.90162551955127,13.4,184493.0,45830,471,19.8,10.84,36.18,60.23,80.3,VOA CTSOP 2023 (LAD),0,0,0,0,0
Poplar and Limehouse,England,Apsana Begum,Labour,apsana.begum.mp@parliament.uk,Tower Hamlets,31485.0,4,25.59183520047513,7.9,130618.0,65916,688,21.9,10.9,16.13,34.95,47.34,VOA CTSOP 2023 (LAD),0,0,0,0,0
Portsmouth North,England,Amanda Martin,Labour,amanda.martin.mp@parliament.uk,Portsmouth,25118.0,4,25.00160655012616,20.8,91006.0,47030,610,24.3,27.4,56.84,75.56,86.13,VOA CTSOP 2023 (LAD),0,0,0,0,0
Portsmouth South,England,Stephen Morgan,Labour,stephen.morgan.mp@parliament.uk,Portsmouth,22674.0,3,29.232991769618632,20.8,91006.0,47030,569,25.1,27.4,56.84,75.56,86.13,VOA CTSOP 2023 (LAD),0,0,0,0,0
Preston,England,Sir Mark Hendrick,Labour (Co-op),mark.hendrick.mp@parliament.uk,Preston,30735.0,1,38.14412534405443,18.2,61441.0,50662,805,26.2,18.3,39.66,61.35,76.99,VOA CTSOP 2023 (LAD),0,0,0,0,0
Putney,England,Fleur Anderson,Labour,fleur.anderson.mp@parliament.uk,Wandsworth,23433.0,7,16.241025508928125,9.6,148854.0,47120,467,19.9,33.11,52.1,69.84,78.35,VOA CTSOP 2023 (LAD),0,0,0,0,0
Queen's Park and Maida Vale,England,Georgia Gould,Labour,georgia.gould.mp@parliament.uk,Westminster,26400.0,5.0,,16.8,103366.0,61822,600,22.7,36.6,60.01,72.32,79.79,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rawmarsh and Conisbrough,England,John Healey,Labour,john.healey.mp@parliament.uk,Rotherham,22486.0,5.0,,12.7,118370.0,47362,495,22.0,6.42,30.61,63.79,80.97,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rayleigh and Wickford,England,Mr Mark Francois,Conservative,mark.francois.mp@parliament.uk,Rochford,22170.0,10,9.856443675248926,8.2,36970.0,42291,388,17.5,3.17,12.5,56.51,77.75,VOA CTSOP 2023 (LAD),0,0,0,0,0
Reading Central,England,Matt Rodda,Labour,matt.rodda.mp@parliament.uk,Reading,27704.0,5.0,,15.2,71487.0,45546,622,22.5,18.06,38.47,62.22,74.55,VOA CTSOP 2023 (LAD),0,0,0,0,0
Reading West and Mid Berkshire,England,Olivia Bailey,Labour,olivia.bailey.mp@parliament.uk,West Berkshire,24044.0,5.0,,12.0,70409.0,53072,526,21.9,13.44,25.38,51.93,74.83,VOA CTSOP 2023 (LAD),0,0,0,0,0
Redcar,England,Anna Turley,Labour (Co-op),anna.turley.mp@parliament.uk,Redcar and Cleveland,21314.0,2,32.599242289293855,14.0,63840.0,44020,523,24.5,11.39,26.64,67.58,84.02,VOA CTSOP 2023 (LAD),0,0,0,0,0
Redditch,England,Chris Bloore,Labour,chris.bloore.mp@parliament.uk,Redditch,23299.0,5,21.807497683914733,10.2,36905.0,43849,502,21.5,7.85,15.9,40.79,76.32,VOA CTSOP 2023 (LAD),0,0,0,0,0
Reigate,England,Rebecca Paul,Conservative,rebecca.paul.mp@parliament.uk,Reigate and Banstead,27840.0,9,11.469554334622789,9.8,63249.0,47021,514,18.5,10.68,32.16,60.54,75.53,VOA CTSOP 2023 (LAD),0,0,0,0,0
Ribble Valley,England,Maya Ellis,Labour,maya.ellis.mp@parliament.uk,Ribble Valley,24049.0,9,12.263385734965386,20.1,27551.0,50395,483,20.1,21.76,35.89,60.44,74.01,VOA CTSOP 2023 (LAD),1,2,0,0,0
Richmond and Northallerton,England,Rishi Sunak,Conservative,rishi.sunak.mp@parliament.uk,North Yorkshire,17874.0,5.0,,21.7,285064.0,,422,23.6,,,,,,16,1,1,15,15
Richmond Park,England,Sarah Olney,Liberal Democrat,sarah.olney.mp@parliament.uk,Richmond upon Thames,28429.0,10,9.097891162487182,9.0,87525.0,48369,501,17.6,17.67,59.36,76.9,86.28,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rochdale,England,Paul Waugh,Labour (Co-op),paul.waugh.mp@parliament.uk,Rochdale,30606.0,1,38.43211233991999,15.2,92959.0,39425,783,25.6,16.53,37.48,68.05,82.9,VOA CTSOP 2023 (LAD),1,0,0,0,0
Rochester and Strood,England,Lauren Edwards,Labour,lauren.edwards.mp@parliament.uk,Medway,28412.0,5,21.340052873704227,14.7,117761.0,47852,635,22.3,14.33,33.55,65.15,81.99,VOA CTSOP 2023 (LAD),0,0,0,0,0
Romford,England,Andrew Rosindell,Conservative,andrew.rosindell.mp@parliament.uk,Havering,29232.0,7,16.35569741320307,7.8,109822.0,39164,574,19.6,1.66,40.87,76.49,85.23,VOA CTSOP 2023 (LAD),0,0,0,0,0
Romsey and Southampton North,England,Caroline Nokes,Conservative,caroline.nokes.mp@parliament.uk,Test Valley,20694.0,9,13.379137458390446,11.4,57818.0,55115,388,18.7,9.49,23.04,49.63,70.89,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rossendale and Darwen,England,Andy MacNae,Labour,andy.macnae.mp@parliament.uk,Rossendale,24384.0,4,25.03983215290285,19.1,31466.0,41072,584,24.0,34.52,49.46,68.41,82.69,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rother Valley,England,Jake Richards,Labour,jake.richards.mp@parliament.uk,Rotherham,21292.0,5,22.456883394211857,12.7,118370.0,43441,468,22.0,6.61,29.6,63.82,81.3,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rotherham,England,Sarah Champion,Labour,sarah.champion.mp@parliament.uk,Rotherham,29125.0,1,38.977308296962434,12.7,118370.0,43441,730,25.1,6.61,29.6,63.82,81.3,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rugby,England,John Slinger,Labour,john.slinger.mp@parliament.uk,Rugby,23777.0,8,14.56525149769255,13.1,47696.0,49960,470,19.8,10.95,27.49,55.96,69.44,VOA CTSOP 2023 (LAD),0,0,0,0,0
"Ruislip, Northwood and Pinner",England,David Simmonds,Conservative,david.simmonds.mp@parliament.uk,Hillingdon,23822.0,10,10.734600401257,8.0,118452.0,40993,416,17.5,2.15,49.6,70.54,82.58,VOA CTSOP 2023 (LAD),0,0,0,0,0
Runcorn and Helsby,England,Sarah Pochin,Reform UK,sarah.pochin.mp@parliament.uk,Halton,21310.0,5.0,,11.4,57601.0,44016,464,21.8,9.37,24.46,54.8,77.34,VOA CTSOP 2023 (LAD),0,0,0,0,0
Runnymede and Weybridge,England,Dr Ben Spencer,Conservative,ben.spencer.mp@parliament.uk,Runnymede,26072.0,10,10.835006991881547,10.9,36855.0,45249,467,17.9,9.75,29.79,56.94,72.29,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rushcliffe,England,James Naish,Labour,james.naish.mp@parliament.uk,Rushcliffe,24261.0,10,7.166617491235671,15.0,52478.0,41246,449,18.5,8.69,25.14,54.94,72.08,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rutland and Stamford,England,Alicia Kearns,Conservative,alicia.kearns.mp@parliament.uk,Rutland,20541.0,5.0,,19.7,17574.0,44727,478,23.3,15.89,23.21,47.46,67.03,VOA CTSOP 2023 (LAD),0,0,0,0,0
Salford,England,Rebecca Long Bailey,Labour,rebecca.longbailey.mp@parliament.uk,Salford,28679.0,5.0,,14.0,118578.0,58968,638,22.2,11.16,32.84,55.11,67.47,VOA CTSOP 2023 (LAD),0,0,0,0,0
Salisbury,England,John Glen,Conservative,john.glen.mp@parliament.uk,Wiltshire,20008.0,9,13.528023595214666,13.5,229103.0,42243,381,19.0,16.77,26.38,52.43,70.4,VOA CTSOP 2023 (LAD),0,0,0,0,0
Scarborough and Whitby,England,Alison Hume,Labour,alison.hume.mp@parliament.uk,North Yorkshire,19394.0,3,26.647152279300514,21.7,285064.0,,490,25.3,,,,,,0,0,0,0,0
Scunthorpe,England,Sir Nicholas Dakin,Labour,nic.dakin.mp@parliament.uk,North Lincolnshire,25480.0,3,27.01484277966248,15.8,75942.0,49127,615,24.1,9.68,28.58,60.43,77.4,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sefton Central,England,Bill Esterson,Labour,bill.esterson.mp@parliament.uk,Sefton,18787.0,8,14.473410198665825,17.8,126783.0,45259,386,20.5,21.72,48.22,75.95,88.45,VOA CTSOP 2023 (LAD),0,0,0,0,0
Selby,England,Keir Mather,Labour,keir.mather.mp@parliament.uk,North Yorkshire,23777.0,5.0,,21.7,285064.0,10871,562,23.6,12.53,36.58,65.56,77.7,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sevenoaks,England,Laura Trott,Conservative,laura.trott.mp@parliament.uk,Sevenoaks,25254.0,9,12.124608080519373,12.7,51736.0,40608,478,18.9,15.25,31.7,62.32,81.31,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sheffield Brightside and Hillsborough,England,Gill Furniss,Labour,gill.furniss.mp@parliament.uk,Sheffield,31992.0,5.0,,15.5,241172.0,44650,720,22.5,12.12,40.65,66.35,79.81,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sheffield Central,England,Abtisam Mohamed,Labour,abtisam.mohamed.mp@parliament.uk,Sheffield,14186.0,4,25.051023708485104,15.5,241172.0,35720,330,23.3,12.12,40.65,66.35,79.81,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sheffield Hallam,England,Olivia Blake,Labour,olivia.blake.mp@parliament.uk,Sheffield,20243.0,5.0,,15.5,241172.0,44650,456,22.5,12.12,40.65,66.35,79.81,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sheffield Heeley,England,Louise Haigh,Labour,louise.haigh.mp@parliament.uk,Sheffield,27092.0,5.0,,15.5,241172.0,53580,610,22.5,12.12,40.65,66.35,79.81,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sheffield South East,England,Mr Clive Betts,Labour,officeofclivebettsmp@parliament.uk,Sheffield,24958.0,3,28.79862852130843,15.5,241172.0,53580,601,24.1,12.12,40.65,66.35,79.81,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sherwood Forest,England,Michelle Welsh,Labour,michelle.welsh.mp@parliament.uk,Newark and Sherwood,23997.0,5.0,,17.5,56087.0,40248,549,22.9,10.37,29.56,58.37,73.71,VOA CTSOP 2023 (LAD),0,0,0,0,0
Shipley,England,Anna Dixon,Labour,anna.dixon.mp@parliament.uk,Bradford,22046.0,6,18.856589620424998,20.9,217823.0,42908,500,22.7,23.66,46.45,68.66,79.52,VOA CTSOP 2023 (LAD),0,0,0,0,0
Shrewsbury,England,Julia Buckley,Labour,julia.buckley.mp@parliament.uk,Shropshire,22500.0,5.0,,21.8,141477.0,47600,532,23.6,20.53,30.7,55.59,72.26,VOA CTSOP 2023 (LAD),1,1,1,0,0
Sittingbourne and Sheppey,England,Kevin McKenna,Labour,kevin.mckenna.mp@parliament.uk,Swale,29301.0,3,29.09546286613912,15.0,63876.0,44053,702,24.0,17.39,29.84,57.81,73.32,VOA CTSOP 2023 (LAD),0,0,0,0,0
Skipton and Ripon,England,Sir Julian Smith,Conservative,julian.smith.mp@parliament.uk,North Yorkshire,19179.0,9,12.388547029136266,21.7,285064.0,,390,20.3,,,,,,9,24,24,4,4
Sleaford and North Hykeham,England,Dr Caroline Johnson,Conservative,caroline.johnson.mp@parliament.uk,North Kesteven,21191.0,9,11.960114609055221,16.1,53460.0,41961,412,19.4,10.55,18.37,43.97,60.43,VOA CTSOP 2023 (LAD),0,0,0,0,0
Slough,England,Mr Tanmanjeet Singh Dhesi,Labour,tan.dhesi.mp@parliament.uk,Slough,45122.0,5,22.82096490688225,12.9,55491.0,46352,994,22.0,3.05,26.07,56.32,74.03,VOA CTSOP 2023 (LAD),0,0,0,0,0
Smethwick,England,Gurinder Singh Josan,Labour,gurinder.josan.mp@parliament.uk,Sandwell,34393.0,5.0,,14.8,132111.0,43437,770,22.4,6.8,38.55,68.85,81.63,VOA CTSOP 2023 (LAD),0,0,0,0,0
Solihull West and Shirley,England,Dr Neil Shastri-Hurst,Conservative,neil.shastrihurst.mp@parliament.uk,Solihull,23100.0,5.0,,10.4,90783.0,39184,498,21.6,1.68,19.37,64.5,80.07,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Basildon and East Thurrock,England,James McMurdock,Independent,james.mcmurdock.mp@parliament.uk,Thurrock,27133.0,4,24.31600429087624,10.0,69129.0,42197,604,22.3,2.65,14.87,54.09,74.97,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Cambridgeshire,England,Pippa Heylings,Liberal Democrat,pippa.heylings.mp@parliament.uk,South Cambridgeshire,25244.0,10,7.985670813827261,9.3,69649.0,49966,446,17.7,10.72,19.65,43.45,64.69,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Cotswolds,England,Dr Roz Savage,Liberal Democrat,roz.savage.mp@parliament.uk,Cotswold,20461.0,5.0,,17.4,43283.0,45567,467,22.8,20.81,29.69,51.57,71.11,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Derbyshire,England,Samantha Niblett,Labour,samantha.niblett.mp@parliament.uk,South Derbyshire,24327.0,8,14.229967285406625,14.5,47486.0,42640,486,20.0,12.74,22.15,40.65,58.01,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Devon,England,Caroline Voaden,Liberal Democrat,caroline.voaden.mp@parliament.uk,South Hams,17307.0,5.0,,21.4,41787.0,51460,408,23.6,25.13,36.48,59.08,79.66,VOA CTSOP 2023 (LAD),1,0,0,1,1
South Dorset,England,Lloyd Hatton,Labour,lloyd.hatton.mp@parliament.uk,Dorset,18862.0,5,22.42124693849373,15.6,180159.0,41656,425,22.5,18.0,27.71,52.4,75.54,VOA CTSOP 2023 (LAD),0,0,0,0,0
South East Cornwall,England,Anna Gelderd,Labour,anna.gelderd.mp@parliament.uk,Cornwall,17262.0,5,21.579726860454826,23.1,266162.0,43647,412,23.9,25.6,35.26,54.41,73.51,VOA CTSOP 2023 (LAD),6,2,2,5,5
South Holland and The Deepings,England,Sir John Hayes,Conservative,hayesj@parliament.uk,,,7,16.746565587141,,,,,,,,,,,0,0,0,0,0
South Leicestershire,England,Alberto Costa,Conservative,alberto.costa.mp@parliament.uk,Blaby,23948.0,10,9.958867296517008,12.6,44738.0,47650,435,18.2,8.34,20.49,50.74,68.05,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Norfolk,England,Ben Goldsborough,Labour,ben.goldsborough.mp@parliament.uk,South Norfolk,23105.0,9,13.51817240422733,15.2,63798.0,42879,446,19.3,13.78,21.0,44.19,65.02,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Northamptonshire,England,Sarah Bool,Conservative,sarah.bool.mp@parliament.uk,West Northamptonshire,23650.0,10,8.444046487875593,15.9,181459.0,45302,441,18.6,12.57,23.9,48.13,70.35,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Ribble,England,Mr Paul Foster,Labour,paul.foster.mp@parliament.uk,South Ribble,20955.0,8,14.34489146967106,13.2,50099.0,43310,414,19.8,8.92,26.16,57.84,76.81,VOA CTSOP 2023 (LAD),1,0,0,0,1
South Shields,England,Emma Lewell,Labour,emma.lewell.mp@parliament.uk,South Tyneside,19585.0,2,33.77498477751757,12.7,70787.0,44495,476,24.3,10.69,35.98,73.31,87.65,VOA CTSOP 2023 (LAD),0,0,0,0,0
South Shropshire,England,Stuart Anderson,Conservative,stuart.anderson.mp@parliament.uk,Shropshire,16950.0,5.0,,21.8,141477.0,47600,401,23.7,20.53,30.7,55.59,72.26,VOA CTSOP 2023 (LAD),7,1,1,7,7
South Suffolk,England,James Cartlidge,Conservative,james.cartlidge.mp@parliament.uk,Babergh,19654.0,8,14.217942695823066,16.3,41811.0,43140,399,20.3,19.22,25.68,53.11,75.17,VOA CTSOP 2023 (LAD),0,0,0,0,0
South West Devon,England,Rebecca Smith,Conservative,rebecca.smith.mp@parliament.uk,South Hams,21098.0,9,11.371183014618206,21.4,41787.0,48516,428,20.3,23.73,36.04,59.55,79.37,VOA CTSOP 2023 (LAD),0,0,0,0,0
South West Hertfordshire,England,Mr Gagan Mohindra,Conservative,gagan.mohindra.mp@parliament.uk,Three Rivers,24825.0,10,8.295880526691807,7.8,38344.0,41384,433,17.4,5.51,26.62,65.1,77.86,VOA CTSOP 2023 (LAD),0,0,0,0,0
South West Norfolk,England,Terry Jermy,Labour,terry.jermy.mp@parliament.uk,King's Lynn and West Norfolk,22701.0,5,22.26289371556993,17.3,70065.0,54021,518,22.8,13.12,22.89,48.55,70.95,VOA CTSOP 2023 (LAD),0,0,0,0,0
South West Wiltshire,England,Dr Andrew Murrison,Conservative,murrisona@parliament.uk,Wiltshire,21474.0,7,16.42259897376319,13.5,229103.0,44590,442,20.6,16.77,26.38,52.43,70.4,VOA CTSOP 2023 (LAD),0,0,0,0,0
Southampton Itchen,England,Darren Paffey,Labour,darren.paffey.mp@parliament.uk,Southampton,25050.0,5.0,,16.9,108155.0,40211,570,22.8,11.83,37.76,67.51,81.05,VOA CTSOP 2023 (LAD),0,0,0,0,0
Southampton Test,England,Satvir Kaur,Labour,satvir.kaur.mp@parliament.uk,Southampton,25773.0,5.0,,16.9,108155.0,50264,586,22.7,11.83,37.76,67.51,81.05,VOA CTSOP 2023 (LAD),0,0,0,0,0
Southend East and Rochford,England,Mr Bayo Alaba,Labour,bayo.alaba.mp@parliament.uk,Southend-on-Sea,24361.0,5.0,,14.1,81393.0,42860,542,22.2,3.24,40.8,70.4,84.92,VOA CTSOP 2023 (LAD),0,0,0,0,0
Southend West and Leigh,England,David Burton-Sampson,Labour,david.burtonsampson.mp@parliament.uk,Southend-on-Sea,24966.0,5.0,,14.1,81393.0,48806,555,22.2,2.93,51.92,75.34,87.89,VOA CTSOP 2023 (LAD),0,0,0,0,0
Southgate and Wood Green,England,Bambos Charalambous,Labour,bambos.charalambous.mp@parliament.uk,Enfield,28736.0,5.0,,11.2,131096.0,57210,624,21.7,20.31,61.4,76.48,85.52,VOA CTSOP 2023 (LAD),0,0,0,0,0
Southport,England,Patrick Hurley,Labour,patrick.hurley.mp@parliament.uk,Sefton,19306.0,5,22.16715665477349,17.8,126783.0,43670,442,22.9,18.08,39.82,70.74,84.78,VOA CTSOP 2023 (LAD),0,0,0,0,0
Spelthorne,England,Lincoln Jopp,Conservative,lincoln.jopp.mp@parliament.uk,Spelthorne,25704.0,8,14.99546810023637,10.2,44138.0,44160,496,19.3,5.34,29.03,69.88,83.08,VOA CTSOP 2023 (LAD),0,0,0,0,0
Spen Valley,England,Kim Leadbeater,Labour,kim.leadbeater.mp@parliament.uk,Kirklees,22858.0,5.0,,19.2,184772.0,45970,530,23.2,22.76,41.82,67.94,79.46,VOA CTSOP 2023 (LAD),0,0,0,0,0
St Albans,England,Daisy Cooper,Liberal Democrat,daisy.cooper.mp@parliament.uk,St Albans,26458.0,10,9.540887990995412,7.8,61300.0,36604,461,17.4,8.83,30.33,61.53,79.19,VOA CTSOP 2023 (LAD),0,0,0,0,0
St Austell and Newquay,England,Noah Law,Labour,noah.law.mp@parliament.uk,Cornwall,21370.0,4,23.88049019969561,23.1,266162.0,49883,528,24.7,25.6,35.26,54.41,73.51,VOA CTSOP 2023 (LAD),0,0,0,0,0
St Helens North,England,David Baines,Labour,david.baines.mp@parliament.uk,St. Helens,22807.0,2,30.944065495532087,13.5,83436.0,45011,558,24.5,11.52,34.07,68.26,79.74,VOA CTSOP 2023 (LAD),0,0,0,0,0
St Helens South and Whiston,England,Ms Marie Rimmer,Labour,marie.rimmer.mp@parliament.uk,St. Helens,21860.0,2,33.6818900276666,13.5,83436.0,49337,535,24.5,9.88,32.02,67.14,78.61,VOA CTSOP 2023 (LAD),0,0,0,0,0
